"","ws_order","ws_st_url","link","link_href","load_more","load_more_href","name","location","salary","skills","query"
"216","1571593074-617","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","C


26 days ago
IT Data Scientist

ConsultNet
Bluffdale
Contractor


A Data Scientist is fully responsible for advising on appropriate use and application of data science methods as well as overseeing the development and implementation of data science solutions. Thi...
$55 - $65 / hour


Easy Apply","https://www.careerbuilder.com/job/J3P6CG5Y165CYGTN1L9?ipath=CRJR45","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","IT Data Scientist","Bluffdale","$60","Deep Learning","Data Science"
"217","1571593116-726","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Digital Data Scientist

Apex Systems
Cincinnati
Full Time


Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below: Position Summary: Lead the design, development, ...



Easy Apply","https://www.careerbuilder.com/job/J3T2S278712H4801QS6?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Digital Data Scientist","Cincinnati","$64K","Software Development","Data Science"
"218","1571593146-813","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Senior Data Scientist

Technology Consulting, Inc
Louisville
Full Time


Our client is a national leader in the health insurance industry and they are in a quest to find a Senior Data Scientist to build and grow a new BI team. Ideal candidates will have experience worki...



Easy Apply","https://www.careerbuilder.com/job/JCM2QN6WG6SWHW7RNXX?ipath=CRJR12","","","Senior Data Scientist","Louisville","$97K","Data Warehousing","Data Science"
"219","1571593112-718","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Team Lead Data Scientist- ATL- $130K+

Jefferson Frank
Atlanta
Full Time


As a Data Science Team Lead, you will be responsible for leading a team in order to build proprietary data and analytics capabilities to help better understand customers and clients. As a Data Scie...
$130,000 - $140,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q5686BMBHN4HWXYPX?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Team Lead Data Scientist- ATL- $130K+","Atlanta","null","Amazon Web Services","Data Science"
"220","1571593097-681","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA

American Cybersystems, Inc. (ACS Group)
Boston
Contractor


Client is looking for Data Scientist Consultant / Data Science Engineer with extensive experience in Machine Learning. Should have extensive experience in Python. Familiar with Deep Learning, N...



Easy Apply","https://www.careerbuilder.com/job/JDD1VS6P5H8DXXP9BN3?ipath=CRJR34","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA","Boston","null","Data Science","Data Science"
"221","1571593124-751","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","14 days ago
Data Scientist

Genesis10
Charlotte
Contractor


The Data Scientist is responsible for being a part of the execution team of advanced analytics techniques with the objective of creating casual inferences, predictions and recommendations for the t...



Easy Apply","https://www.careerbuilder.com/job/J3R7G66442THXDGQ1CD?ipath=CRJR22","","","Data Scientist","Charlotte","$120K","Jupyter Notebook","Data Science"
"222","1571593109-708","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","15 days ago
Senior Data Scientist

Robert Half Technology
Fort Worth
Full Time


The Senior Data Scientist will design, develop and implement valuable business solutions for the organization by preparing and cleaning data, designing and coding decision support systems and measu...



Easy Apply","https://www.careerbuilder.com/job/J3Q64T64CV1HJVGBRQH?ipath=CRJR29","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Fort Worth","$90K","Pybrain","Data Science"
"223","1571593150-822","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


We are a multi-brand online consumer lender specializing in installment lending and lines of credit. We are on the cusp of significant growth in the scale of our operations and need you to help us ...
$110,000 - $130,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD87SH64VCW6K2D64WS?ipath=CRJR10","","","Data Scientist","Chicago","$120K","Jupyter","Data Science"
"224","1571593091-664","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","16 days ago
Head Data Scientist-Kent, WA-Wholesale and Distribution

Nigel Frank International US
Seattle, bellavue
Full Time


In this position, not only will you be responsible for leading the entire Data Science Department as a whole, you will also be tasked at acting as a mentor of sorts to some of the junior members of...
$120,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P36J6V3Y126MLSF1T?ipath=CRJR37","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Head Data Scientist-Kent, WA-Wholesale and Distribution","Seattle, bellavue","null","Microsoft Visual Studio","Data Science"
"225","1571593118-734","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Senior Data Scientist -Boston-145K+

Nigel Frank International US
Boston
Full Time


Data Scientist Required Experience &amp; Qualifications: Familiar with Hadoop, Spark or other Big Data Platforms Familiar with Cloud-based Machine Learning platforms such as Azure ML or Spark MLib ...
$145,000 - $155,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q4CG77K0J418Z6QTX?ipath=CRJR25","","","Senior Data Scientist -Boston-145K+","Boston","$150K","Tableau (Busines Intelligence Software)","Data Science"
"226","1571593146-811","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Senior Data Scientist

Technology Consulting, Inc
Louisville
Full Time


Our client is a national leader in the health insurance industry and they are in a quest to find a Senior Data Scientist to build and grow a new BI team. Ideal candidates will have experience worki...



Easy Apply","https://www.careerbuilder.com/job/JCM2QN6WG6SWHW7RNXX?ipath=CRJR12","","","Senior Data Scientist","Louisville","$97K","Java (Programming Language)","Data Science"
"227","1571593122-747","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","1 day ago
Data Scientist

A-Line Staffing Solutions
Boston
Full Time


You will leverage your technical knowledge and experience to help design data ingestion and data preparation patterns which are reusable within and across teams
Daily you will be working a variet...
$75 - $103 / hour


Easy Apply","https://www.careerbuilder.com/job/J2V08V733GL7R49QSRZ?ipath=CRJR23","","","Data Scientist","Boston","$89","Microsoft Sql Servers","Data Science"
"228","1571593158-848","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Friendliness","Data Science"
"229","1571593116-728","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Digital Data Scientist

Apex Systems
Cincinnati
Full Time


Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below: Position Summary: Lead the design, development, ...



Easy Apply","https://www.careerbuilder.com/job/J3T2S278712H4801QS6?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Digital Data Scientist","Cincinnati","$64K","Qlikview","Data Science"
"230","1571593154-837","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist / Course Instructor - TS/SCI w/ Polygraph

LMI
Herndon
Full Time


The Sponsor is responsible for helping Agency customers and leaders made data-driven decisions. As a result, the Sponsor is tasked to identify, cultivate, and promulgate established and emerging di...","https://www.careerbuilder.com/job/J3M6WN6YDNGV4HB1RWJ?ipath=CRJR8","","","Data Scientist / Course Instructor - TS/SCI w/ Polygraph","Herndon","null","Verbal Communication","Data Science"
"231","1571593146-809","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Senior Data Scientist

Technology Consulting, Inc
Louisville
Full Time


Our client is a national leader in the health insurance industry and they are in a quest to find a Senior Data Scientist to build and grow a new BI team. Ideal candidates will have experience worki...



Easy Apply","https://www.careerbuilder.com/job/JCM2QN6WG6SWHW7RNXX?ipath=CRJR12","","","Senior Data Scientist","Louisville","$97K","Data Management","Data Science"
"232","1571593099-683","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Sr. Data Scientist

Chicago
Full Time


As part of our Government Products Reporting and Insights team, you will support the most vulnerable of our population: Medicare and Medicaid members. By gathering and analyzing their health, utili...
$120,000 - $125,000 / year


Easy Apply","https://www.careerbuilder.com/job/J2N4R668FRLYMF8H147?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Sr. Data Scientist","Full-Time","$120K","Data Science","Data Science"
"233","1571593109-709","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","15 days ago
Senior Data Scientist

Robert Half Technology
Fort Worth
Full Time


The Senior Data Scientist will design, develop and implement valuable business solutions for the organization by preparing and cleaning data, designing and coding decision support systems and measu...



Easy Apply","https://www.careerbuilder.com/job/J3Q64T64CV1HJVGBRQH?ipath=CRJR29","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Fort Worth","$90K","Pandas","Data Science"
"234","1571593095-674","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Data Scientist / UBA Developer

Kforce Technology
Madison
Full Time


Kforce has a client seeking a Data Scientist/UBA Developer to join the product team Madison, Wisconsin (WI).
Summary:
This employee will work with work across multiple departments to develop an...



Easy Apply","https://www.careerbuilder.com/job/J3V5MD72PPVVCVV1CC0?ipath=CRJR35","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist / UBA Developer","Madison","$150K","Diagnostic Skills","Data Science"
"235","1571593107-702","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - AWS Big Data - Chicago, IL - 130,000+

Jefferson Frank
Chicago
Full Time


Jefferson Frank is the Amazon Web Services (AWS) recruiter of choice. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity fir...
$130,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3S0RF71D43FDJLTJN8?ipath=CRJR30","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - AWS Big Data - Chicago, IL - 130,000+","Chicago","$150K","Pyspark","Data Science"
"236","1571593091-663","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","16 days ago
Head Data Scientist-Kent, WA-Wholesale and Distribution

Nigel Frank International US
Seattle, bellavue
Full Time


In this position, not only will you be responsible for leading the entire Data Science Department as a whole, you will also be tasked at acting as a mentor of sorts to some of the junior members of...
$120,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P36J6V3Y126MLSF1T?ipath=CRJR37","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Head Data Scientist-Kent, WA-Wholesale and Distribution","Seattle, bellavue","null","Power Bi","Data Science"
"237","1571593138-793","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Senior Data Scientist

TEKsystems, Inc
Lansing
Full Time


The main focus for this role is developing/monitoring models used in multivariate analysis, linear modeling and data mining. This would include developing and testing predictive risk models; intera...



Easy Apply","https://www.careerbuilder.com/job/J3N1D877DRQB6QHDM4H?ipath=CRJR15","","","Senior Data Scientist","Lansing","$160K","Linear Regression","Data Science"
